# photonCat                   mean_change    sigma_change    rate_change
diphotonCat 0
proc ggh
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 13
proc wh
EBlowR9_7TeVscale             0.0002     0.0204     0.0000    
EBhighR9_7TeVscale            0.0002     0.0242     0.0000    
EElowR9_7TeVscale             0.0002     0.0132     0.0000    
EEhighR9_7TeVscale            0.0002     0.0116     0.0000    
EBlowR9_7TeVsmear             0.0000     0.0204     0.0000    
EBhighR9_7TeVsmear            0.0001     0.0242     0.0000    
EBlowR9Phi_7TeVsmear          0.0001     0.0242     0.0000    
EBhighR9Phi_7TeVsmear         0.0000     0.0129     0.0000    
EElowR9_7TeVsmear             0.0000     0.0000     0.0000    
EEhighR9_7TeVsmear            0.0000     0.0116     0.0000    
MaterialEBCentral_scale       0.0002     0.0469     0.0000    
MaterialEBOuterEE_scale       0.0006     0.0342     0.0000    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 13
proc zh
EBlowR9_7TeVscale             0.0001     0.0072     0.0000    
EBhighR9_7TeVscale            0.0002     0.0000     0.0000    
EElowR9_7TeVscale             0.0001     0.0000     0.0000    
EEhighR9_7TeVscale            0.0003     0.0260     0.0000    
EBlowR9_7TeVsmear             0.0000     0.0186     0.0000    
EBhighR9_7TeVsmear            0.0000     0.0127     0.0000    
EBlowR9Phi_7TeVsmear          0.0001     0.0000     0.0000    
EBhighR9Phi_7TeVsmear         0.0001     0.0000     0.0000    
EElowR9_7TeVsmear             0.0001     0.0065     0.0128    
EEhighR9_7TeVsmear            0.0001     0.0186     0.0000    
MaterialEBCentral_scale       0.0001     0.0000     0.0000    
MaterialEBOuterEE_scale       0.0008     0.0486     0.0000    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 13
proc tth
EBlowR9_7TeVscale             0.0002     0.0008     0.0000    
EBhighR9_7TeVscale            0.0003     0.0024     0.0001    
EElowR9_7TeVscale             0.0001     0.0015     0.0002    
EEhighR9_7TeVscale            0.0002     0.0027     0.0000    
EBlowR9_7TeVsmear             0.0000     0.0126     0.0003    
EBhighR9_7TeVsmear            0.0000     0.0255     0.0001    
EBlowR9Phi_7TeVsmear          0.0000     0.0074     0.0001    
EBhighR9Phi_7TeVsmear         0.0000     0.0091     0.0001    
EElowR9_7TeVsmear             0.0000     0.0026     0.0002    
EEhighR9_7TeVsmear            0.0000     0.0018     0.0000    
MaterialEBCentral_scale       0.0003     0.0030     0.0002    
MaterialEBOuterEE_scale       0.0006     0.0037     0.0005    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000


diphotonCat 14
proc ggh
EBlowR9_7TeVscale             0.0002     0.0194     0.0000    
EBhighR9_7TeVscale            0.0003     0.0138     0.0000    
EElowR9_7TeVscale             0.0000     0.0000     0.0000    
EEhighR9_7TeVscale            0.0002     0.0148     0.0000    
EBlowR9_7TeVsmear             0.0001     0.0142     0.0000    
EBhighR9_7TeVsmear            0.0001     0.0074     0.0000    
EBlowR9Phi_7TeVsmear          0.0001     0.0084     0.0000    
EBhighR9Phi_7TeVsmear         0.0001     0.0002     0.0000    
EElowR9_7TeVsmear             0.0000     0.0081     0.0000    
EEhighR9_7TeVsmear            0.0000     0.0089     0.0000    
MaterialEBCentral_scale       0.0003     0.0132     0.0000    
MaterialEBOuterEE_scale       0.0008     0.0219     0.0000    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 14
proc vbf
EBlowR9_7TeVscale             0.0000     0.0000     0.0000    
EBhighR9_7TeVscale            0.0004     0.0400     0.0000    
EElowR9_7TeVscale             0.0002     0.0062     0.0168    
EEhighR9_7TeVscale            0.0006     0.0526     0.0073    
EBlowR9_7TeVsmear             0.0001     0.0000     0.0000    
EBhighR9_7TeVsmear            0.0001     0.0459     0.0000    
EBlowR9Phi_7TeVsmear          0.0000     0.0000     0.0000    
EBhighR9Phi_7TeVsmear         0.0000     0.0323     0.0000    
EElowR9_7TeVsmear             0.0002     0.0062     0.0168    
EEhighR9_7TeVsmear            0.0005     0.0357     0.0151    
MaterialEBCentral_scale       0.0005     0.0301     0.0000    
MaterialEBOuterEE_scale       0.0009     0.0528     0.0073    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 14
proc wh
EBlowR9_7TeVscale             0.0002     0.0020     0.0000    
EBhighR9_7TeVscale            0.0003     0.0062     0.0003    
EElowR9_7TeVscale             0.0001     0.0002     0.0003    
EEhighR9_7TeVscale            0.0003     0.0068     0.0003    
EBlowR9_7TeVsmear             0.0000     0.0093     0.0003    
EBhighR9_7TeVsmear            0.0001     0.0266     0.0000    
EBlowR9Phi_7TeVsmear          0.0000     0.0109     0.0006    
EBhighR9Phi_7TeVsmear         0.0000     0.0125     0.0003    
EElowR9_7TeVsmear             0.0000     0.0041     0.0003    
EEhighR9_7TeVsmear            0.0000     0.0074     0.0000    
MaterialEBCentral_scale       0.0003     0.0069     0.0003    
MaterialEBOuterEE_scale       0.0009     0.0056     0.0000    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 14
proc zh
EBlowR9_7TeVscale             0.0002     0.0010     0.0006    
EBhighR9_7TeVscale            0.0003     0.0069     0.0012    
EElowR9_7TeVscale             0.0001     0.0016     0.0005    
EEhighR9_7TeVscale            0.0003     0.0026     0.0005    
EBlowR9_7TeVsmear             0.0000     0.0139     0.0006    
EBhighR9_7TeVsmear            0.0000     0.0232     0.0012    
EBlowR9Phi_7TeVsmear          0.0000     0.0082     0.0006    
EBhighR9Phi_7TeVsmear         0.0000     0.0108     0.0012    
EElowR9_7TeVsmear             0.0000     0.0034     0.0005    
EEhighR9_7TeVsmear            0.0000     0.0058     0.0005    
MaterialEBCentral_scale       0.0003     0.0028     0.0006    
MaterialEBOuterEE_scale       0.0008     0.0033     0.0007    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000

diphotonCat 14
proc tth
EBlowR9_7TeVscale             0.0001     0.0034     0.0000    
EBhighR9_7TeVscale            0.0002     0.0156     0.0033    
EElowR9_7TeVscale             0.0001     0.0000     0.0000    
EEhighR9_7TeVscale            0.0002     0.0017     0.0000    
EBlowR9_7TeVsmear             0.0001     0.0034     0.0000    
EBhighR9_7TeVsmear            0.0001     0.0298     0.0000    
EBlowR9Phi_7TeVsmear          0.0000     0.0070     0.0000    
EBhighR9Phi_7TeVsmear         0.0001     0.0127     0.0033    
EElowR9_7TeVsmear             0.0000     0.0000     0.0000    
EEhighR9_7TeVsmear            0.0000     0.0000     0.0000    
MaterialEBCentral_scale       0.0003     0.0189     0.0000    
MaterialEBOuterEE_scale       0.0005     0.0017     0.0000    
NonLinearity_7TeVscale        0.0010     0.0000     0.0000



